Name,Ticker,Exchange,BE - Monthly 2004-12,Daily Closing Price 2004-12-31 USD,Market Cap - Monthly 2004-12 ,C/P - Daily 2004-12-31,E/P - Daily 2004-12-31,EBITDA/P- Daily 2004-12-31,FCF/P - Daily 2004-12-31,S/P - Daily 2004-12-31,Yearly Return Year  2005
Cooper Industries PLC.,CBE,"NEW YORK STOCK EXCHANGE, INC.",2286508036,33.95,6230674744,0.085382951,0.050522912,0.069445409,0.071400725,0.676313147,0.098641773
Cooper Tire & Rubber Company,CTB,"NEW YORK STOCK EXCHANGE, INC.",1170529743,21.55,1613382707,0.197185648,0.032482603,0.070720158,0.108277349,1.552715466,-0.271355434
Copa Holdings SA A,CPA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Copper,IG001DA040,"NEW YORK STOCK EXCHANGE, INC.",1797525031,12.58,6342745938,,,,,,0.485981439
Core Laboratories N.V.,CLB,"NEW YORK STOCK EXCHANGE, INC.",190296341.8,11.68,613816767,0.083702811,0.037259101,0.092522002,0.064038854,0.610647867,0.599999972
"CoreLogic, Inc.",CLGX,"NEW YORK STOCK EXCHANGE, INC.",2463563411,20.05,1797096517,0.301521962,0.117814466,0.481040278,,3.580482076,0.312311381
CoreSite Realty Corp,COR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
CoreStates Financial Corp.,CFL,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Corn Products International, Inc.",CPO,"NEW YORK STOCK EXCHANGE, INC.",1080999561,26.78,1982140928,0.101058997,0.052277823,0.103686533,0.056593032,1.138075923,-0.097127301
"Cornell Companies, Inc.",CRN,"NEW YORK STOCK EXCHANGE, INC.",161311652.2,15.18,205532220,0.117788211,-0.015151515,0.143042792,-0.067099458,1.413563424,-0.089591466
"Cornerstone Realty Income Trust, Inc.",TCR,"NEW YORK STOCK EXCHANGE, INC.",232855758.4,9.98,562088929,0.075040991,-0.017034069,0.158698797,0.038208203,0.313614704,-0.011022077
Corning Inc,GLW,"NEW YORK STOCK EXCHANGE, INC.",3751970207,11.77,16504350016,0.045214825,-0.146983862,-0.099090547,-0.000509463,0.231869272,0.67034824
Corpbanca SA ADR,BCA,"NEW YORK STOCK EXCHANGE, INC.",675000701.5,8.63,1304741366,,,,-0.005375786,0.153536789,-0.038260904
Corporate Executive Board Company,EXBD,"NEW YORK STOCK EXCHANGE, INC.",327460414.4,66.94,2608615987,0.043116532,0.018524052,0.026801151,0.039984422,0.099174865,0.347037969
Corporate Express NV,CXP,"NEW YORK STOCK EXCHANGE, INC.",,9.87,525893132,0.168093359,-0.198268678,0.170918959,0.104057298,6.189765841,0.513178858
"Corporate Office Properties Trust, Inc.",OFC,"NEW YORK STOCK EXCHANGE, INC.",521858086.3,29.35,1076771403,0.08629952,0.018739351,0.189647413,-0.14328298,0.231609349,0.25282211
"Corporate Office Properties Trust, Inc. Pref Share",OFCPRG,"NEW YORK STOCK EXCHANGE, INC.",,26.50,,,,,,,0.045268022
"Corporate Office Properties Trust, Inc. Pref Share",OFCPRH,"NEW YORK STOCK EXCHANGE, INC.",,25.50,,,,,,,0.076439519
"Corporate Office Properties Trust, Inc. Pref Share",OFCPRJ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Corrections Corporation of America,CXW,"NEW YORK STOCK EXCHANGE, INC.",815993001,13.48,1426517997,0.094044182,0.07960199,0.136602486,-0.011724204,0.680306818,0.111742766
CorTS Trust For AFC Capital Trust I 7 3/4 % Corporate Backed Trust Secs -A-,KRH,"NEW YORK STOCK EXCHANGE, INC.",,25.30,,,,,,,-0.025691749
CorTS Trust III For Sherwin-Williams Debentures 7 1/4 % Corporate Backed Tr,KOS,"NEW YORK STOCK EXCHANGE, INC.",,27.05,,,,,,,-0.038077709
Corus Group PLC ADR,CGA,"NEW YORK STOCK EXCHANGE, INC.",5807716104,9.82,4354933387,-0.003914378,0.086708385,,-0.092531077,3.922814698,0.044722379
Cosan Ltd,CZZ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Costamare, Inc.",CMRE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Cott Corp,COT,"NEW YORK STOCK EXCHANGE, INC.",457299753.1,24.73,1765104244,0.061775756,0.046906581,0.086789584,0.02928587,0.91151554,-0.405580276
"Country Style Cooking Restaurant Chain Co., Ltd. ADR",CCSC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Countrywide Capital IV Pref Share,CFCPRA,"NEW YORK STOCK EXCHANGE, INC.",,25.71,,,,,,,0.048131268
Countrywide Capital V Pref Share,CFCPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Countrywide Financial Corp,CFC,"NEW YORK STOCK EXCHANGE, INC.",10310087377,37.01,21481283429,0.368685478,0.110351257,0.179724167,,0.36974427,-0.060565961
"Cousins Properties, Inc.",CUZ,"NEW YORK STOCK EXCHANGE, INC.",459748201.6,30.27,1507558937,0.12390958,0.142054858,0.043564651,0.003619919,0.096994433,-0.015533714
"Cousins Properties, Inc. Pref Share",CUZPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.063072523
"Cousins Properties, Inc. Pref Share",CUZPRA,"NEW YORK STOCK EXCHANGE, INC.",,26.15,,,,,,,0.06177517
"Covance, Inc.",CVD,"NEW YORK STOCK EXCHANGE, INC.",637686649.9,38.75,2419547791,0.061442196,0.036387096,0.072445447,0.04083968,0.408971527,0.252903294
Covanta Holding Corporation,CVA,"NEW YORK STOCK EXCHANGE, INC.",134811562.8,8.45,615295292,,0.034319528,,,0.924493817,0.782248743
"Coventry Health Care, Inc.",CVH,"NEW YORK STOCK EXCHANGE, INC.",1212421231,35.74,4764511554,0.088613753,0.065309279,0.107943754,0.085690904,1.055569395,0.59373266
Covidien PLC,COV,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
COX Communications Inc A,COX,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Cox Radio, Inc.",CXR,"NEW YORK STOCK EXCHANGE, INC.",1257000683,16.48,1659433428,0.059444691,0.041868928,0.092589421,0.054158272,0.261483369,-0.145631041
"CP Ships, Ltd.",TEU,"NEW YORK STOCK EXCHANGE, INC.",1371998700,14.35,1295769526,0.198164089,0.05923346,0.190423307,0.165652789,2.727850536,0.497560872
CPFL Energy SA ADR,CPL,"NEW YORK STOCK EXCHANGE, INC.",4627659344,6.62,2989782450,,0.05128142,,,0.10273859,0.851199327
Crane Company,CR,"NEW YORK STOCK EXCHANGE, INC.",663695111.2,28.84,1703099681,0.079036638,-0.069348128,-0.098220153,0.065458563,1.06785127,0.241798473
Crawford & Company A,CRD.A,"NEW YORK STOCK EXCHANGE, INC.",194833480.6,7.00,341907384,0.048271867,0.058571431,0.070265181,,2.262684041,-0.141612085
Crawford & Company B,CRD.B,"NEW YORK STOCK EXCHANGE, INC.",194833480.6,7.50,366329340,0.045053751,0.054666675,0.065580823,,2.111838757,-0.204720998
Credicorp Ltd,BAP,"NEW YORK STOCK EXCHANGE, INC.",1065198830,15.81,1492184431,0.401270744,0.09487666,,,0.613120033,0.507959227
Credit Services,IG001DA041,"NEW YORK STOCK EXCHANGE, INC.",25449480136,552.40,1.00857E+11,-0.000832904,,-3.60997E-05,-2.76237E-05,-0.002006432,0.140872759
Credit Suisse AG Guernsey Branch Pref Share,CRP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Credit Suisse Group ADR,CS,"NEW YORK STOCK EXCHANGE, INC.",31785988367,42.19,46865473903,-0.621457305,0.044369627,,,0.760191507,0.246267187
Crescent Real Estate Equities,CEI,"NEW YORK STOCK EXCHANGE, INC.",899164489,18.26,1780948635,0.079201898,-0.016977001,0.208281176,-0.147193072,0.533998054,0.178314494
Crescent Real Estate Equities Pref Share,CEIPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Crescent Real Estate Equities Pref Share,CEIPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Crestar Financial Corporation,CF,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Crestwood Midstream Partners LP,CMLP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
CreXus Investment Corp,CXS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
CRH PLC ADR,CRH,"NEW YORK STOCK EXCHANGE, INC.",7066409887,26.78,14262986839,0.109613294,0.070677921,,0.072575313,0.984783131,0.120646026
Criimi Mae Inc.,CMM,"NEW YORK STOCK EXCHANGE, INC.",428036217.2,16.10,250203611,0.100815679,0.055279496,,,0.224275187,0.229813861
Cross Timbers Royalty,CRT,"NEW YORK STOCK EXCHANGE, INC.",,39.88,239280000,-0.035755379,0.058044133,,,0.059347991,0.321549115
Crown Castle International Corp,CCI,"NEW YORK STOCK EXCHANGE, INC.",1833626483,16.64,3720557102,0.605299396,-0.103966347,0.032814137,0.590882447,0.189762323,0.617187506
Crown Holdings Inc,CCK,"NEW YORK STOCK EXCHANGE, INC.",276999412.7,13.74,2272629085,0.168835072,0.010917031,0.439228364,0.104557756,3.017601671,0.421397334
"CRT Properties, Inc.",CRO,"NEW YORK STOCK EXCHANGE, INC.",593929200.5,23.86,640935623,0.070859971,0.017602683,0.137662109,-0.194705263,0.262389714,0.176864981
Crude Carriers Corp.,CRU,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Cryolife,CRY,"NEW YORK STOCK EXCHANGE, INC.",49659140.78,7.07,164962705,-0.111923076,-0.154172573,-0.157766157,-0.119567853,0.37917064,-0.527581486
Cryolife Pref Share,CRYPR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"CSFBdirect, Inc.",DIR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
CSK Auto Corporation,CAO,"NEW YORK STOCK EXCHANGE, INC.",349915800.3,16.74,753232839,0.083173363,0.023297489,0.079491888,0.054999662,2.033714926,-0.099163768
"CSS Industries, Inc.",CSS,"NEW YORK STOCK EXCHANGE, INC.",279798946.7,31.76,379328481,0.133607782,0.078085652,0.125593129,0.106515273,1.339956291,-0.018959163
CSX Corp,CSX,"NEW YORK STOCK EXCHANGE, INC.",6810953549,6.68,8610365197,0.146749936,0.045658681,0.19651732,0.026565802,0.919826116,0.279143875
"CTG Resources, Inc.",CTG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
CTS Corporation,CTS,"NEW YORK STOCK EXCHANGE, INC.",310704003.2,13.29,477348585,0.040185383,0.036117381,0.059932133,0.013180485,1.08537447,-0.159491952
CubeSmart,CUBE,"NEW YORK STOCK EXCHANGE, INC.",359379963,17.35,647938560,,,,,,0.282111869
CubeSmart Pref Share,CUBEPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Cubic Corporation,CUB,"NEW YORK STOCK EXCHANGE, INC.",308338995.3,25.07,669866514,-0.042078298,0.055045861,0.080924612,-0.052451945,1.077838245,-0.196103262
"Cullen Frost Bankers, Inc.",CFR,"NEW YORK STOCK EXCHANGE, INC.",822393527.7,48.60,2532365548,0.044480761,0.052469146,,,0.210949592,0.131426328
"Culp, Inc.",CFI,"NEW YORK STOCK EXCHANGE, INC.",98265166.57,6.78,78309061,0.282658106,-0.010324484,0.060046031,0.174991968,3.827736545,-0.293510357
Cummins Inc,CMI,"NEW YORK STOCK EXCHANGE, INC.",1400997731,20.95,3813876719,0.13505403,0.073159098,0.093458468,0.09609111,2.060033496,0.087415529
Curtiss-Wright Corporation,CW,"NEW YORK STOCK EXCHANGE, INC.",575613492.3,28.71,1229983645,0.064491789,0.048423618,0.084792039,0.040564709,0.707101562,-0.042516765
"CVR Energy, Inc.",CVI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
CVR Partners LP,UAN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
CVS Caremark Corp,CVS,"NEW YORK STOCK EXCHANGE, INC.",6758778123,22.54,18030929550,0.049957237,0.049478595,0.10456776,-0.013031387,1.563083714,0.179014078
Cyprus Amax Minerals Company,CYM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
CYS Investments Inc,CYS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Cytec Industries,CYT,"NEW YORK STOCK EXCHANGE, INC.",906500124.6,51.42,2038388451,0.055949158,0.041423579,0.062915439,0.017744255,0.715290698,-0.065632901
Dana Holding Corp,DAN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Danaher Corporation,DHR,"NEW YORK STOCK EXCHANGE, INC.",4619690702,28.71,17717712820,0.053909722,0.037624113,0.056035343,0.048770734,0.341093436,-0.027131058
Danaos Corporation,DAC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Daqo New Energy Corp. ADR,DQ,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Darden Restaurants Inc,DRI,"NEW YORK STOCK EXCHANGE, INC.",1266716668,27.74,4361211896,0.135997636,0.053352569,0.134165337,0.068498781,1.109181136,0.412112848
"Darling International, Inc.",DAR,"NEW YORK STOCK EXCHANGE, INC.",67235708.16,4.36,278683988,0.173784141,0.080275248,0.208493656,0.131437324,1.278149648,-0.089449626
"Darwin Professional Underwriters, Inc.",DR,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Data General Corporation,DGN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Data Storage,IG001DA042,"NEW YORK STOCK EXCHANGE, INC.",20262516028,"1,025.54",68969564447,,,,,,-0.044972936
Dave & Buster's Inc,DAB,"NEW YORK STOCK EXCHANGE, INC.",191798586.5,20.20,277853343,0.163561131,0.045049509,0.163673327,0.060188209,1.11849817,-0.128217775
DaVita Inc,DVA,"NEW YORK STOCK EXCHANGE, INC.",523136000,39.53,3858128000,0.089978711,0.055570467,0.123451745,0.059074282,0.555300118,0.281052315
DCP Midstream Partners LP,DPM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"DCT Industrial Trust, Inc.",DCT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
DDR Corp,DDR,"NEW YORK STOCK EXCHANGE, INC.",1849314951,39.99,4541991019,0.073987646,0.056569757,0.077063629,-0.394932698,0.135892386,0.111932594
DDR Corp Pref Share,DDRPRG,"NEW YORK STOCK EXCHANGE, INC.",,26.75,,,,,,,0.035353057
DDR Corp Pref Share,DDRPRH,"NEW YORK STOCK EXCHANGE, INC.",,25.91,,,,,,,0.033275385
DDR Corp Pref Share,DDRPRI,"NEW YORK STOCK EXCHANGE, INC.",,25.90,,,,,,,0.038775995
DDR Corp Pref Share,DDRPRF,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
De Rigo S.p.A. ADR,DER,"NEW YORK STOCK EXCHANGE, INC.",328133868.4,7.70,327148175,0.257865477,0.079419034,,0.187807147,2.152690325,0.115104031
Dean Foods Company,DF,"NEW YORK STOCK EXCHANGE, INC.",2661140531,27.97,4168543415,0.099365156,0.060419712,0.137066513,0.020793574,2.319389166,0.346383919
Deere & Co,DE,"NEW YORK STOCK EXCHANGE, INC.",6392805526,37.20,18440213203,0.061784382,0.074731211,0.143807443,0.042449182,1.062218379,-0.065963716
Del Monte Foods Co,DLM,"NEW YORK STOCK EXCHANGE, INC.",1188809801,11.02,2322939873,0.112323708,0.067150644,0.159006502,0.083087602,1.364466828,-0.053539034
Del Webb Corporation,WBB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Delek US Holdings, Inc.",DK,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Delhaize Group SA ADR,DEG,"NEW YORK STOCK EXCHANGE, INC.",4548985564,75.85,7104760351,0.175966868,0.040345617,0.260415717,0.088592243,3.631055693,-0.114641248
Delphi Automotive PLC,DLPH,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Delphi Financial Group,DFG,"NEW YORK STOCK EXCHANGE, INC.",939850136,30.77,1462260550,0.155114297,0.077356452,0.18663785,,0.673943913,0.004833238
Delphi Financial Group 8 % Notes 2003-15.5.33 Sr,DFY,"NEW YORK STOCK EXCHANGE, INC.",,27.25,,,,,,,-0.042568747
Delphi Financial Group Debs 2007-1.5.67 Jr Subord Fltg Rt,DFP,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Delta Air Lines Inc,DAL,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Delta and Pine Land Company,DLP,"NEW YORK STOCK EXCHANGE, INC.",203860541.4,27.28,1053518899,0.027973726,0.007331378,0.02212245,0.021402786,0.2934671,-0.138842265
Deltic Timber Corporation,DEL,"NEW YORK STOCK EXCHANGE, INC.",185418982.6,42.45,517096482,0.102882606,0.025206123,0.075613967,0.055794698,0.276999409,0.229565747
Deluxe Corporation,DLX,"NEW YORK STOCK EXCHANGE, INC.",-178492621,37.33,1874983690,0.128886309,0.100991168,0.174931326,0.111696363,0.741554253,-0.157706245
"Demand Media, Inc.",DMD,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Denbury Resources Inc,DNR,"NEW YORK STOCK EXCHANGE, INC.",541665101.3,6.86,1546954412,0.130269906,0.048087442,0.154662199,-0.005343259,0.275325697,0.659745196
Department Stores,IG001DA043,"NEW YORK STOCK EXCHANGE, INC.",26919421553,164.12,58329878864,0.018761064,,0.025870925,0.01011962,0.284210164,0.151636115
Deutsche Bank AG,DB,"NEW YORK STOCK EXCHANGE, INC.",35090022807,89.01,46042173593,-0.823192968,0.074736572,,,0.610073782,0.111993806
Deutsche Bank Capital Funding Trust IX Pref Share,DTT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Deutsche Bank Capital Funding Trust VIII Pref Share,DUA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Deutsche Bank Capital Funding Trust X Pref Share,DCE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Deutsche Bank Conting Pref Share,DKT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Deutsche Bank Contingent Capital Trust II Pref Share,DXB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Deutsche Bank Contingent Capital Trust III Pref Share,DTK,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Devon Energy Corp,DVN,"NEW YORK STOCK EXCHANGE, INC.",13673013915,38.92,18915976240,0.243414304,0.107656741,0.287312069,0.077809386,0.449588334,0.615487631
"DeVry, Inc.",DV,"NEW YORK STOCK EXCHANGE, INC.",488090276.9,17.36,1221545045,0.076952496,0.040898625,0.062795019,0.043927235,0.63400284,0.152073645
"Dex Media, Inc.",DEX,"NEW YORK STOCK EXCHANGE, INC.",680531956.5,24.96,3751342233,,-0.420272606,,,,0.085336637
Dex One Corp,DEXO,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"DHT Holdings, Inc.",DHT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.113271369
Diageo PLC ADR,DEO,"NEW YORK STOCK EXCHANGE, INC.",7866035701,57.88,44241625743,0.076510567,0.059255572,,0.062205496,0.391911572,0.046001386
Diagnostic Products Corporation,DP,"NEW YORK STOCK EXCHANGE, INC.",484231835.6,55.05,1605541287,0.048609312,0.040145326,0.057189328,0.016659969,0.261787712,-0.113014882
Diagnostics & Research,IG001DA044,"NEW YORK STOCK EXCHANGE, INC.",13109017713,267.19,44862110161,0.005204395,,0.005830411,0.003634294,0.033189281,0.09421929
Dial Corporation,DL,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
"Diamond Offshore Drilling, Inc.",DO,"NEW YORK STOCK EXCHANGE, INC.",1625823079,40.05,5148223365,0.044422628,-0.003245943,0.035698425,0.024964737,0.147634184,0.749453567
Diamondrock Hospitality Company,DRH,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.102333203
"Diana Shipping, Inc.",DSX,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,-0.161358365
Dice Holdings Incorporated,DHX,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Dick's Sporting Goods, Inc.",DKS,"NEW YORK STOCK EXCHANGE, INC.",269099786.4,17.58,1704298647,0.013373033,0.029018496,0.05027326,-0.02501103,0.974281881,-0.054338484
Diebold Incorporated,DBD,"NEW YORK STOCK EXCHANGE, INC.",1260477831,55.73,3980869859,0.035516989,0.044500277,0.068088861,0.024033955,0.569301336,-0.306142439
Digital Domain Media Group,DDMG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Digital Realty Trust, Inc.",DLR,"NEW YORK STOCK EXCHANGE, INC.",173199779,13.47,288544911,,,,,,0.776528072
"Digital Realty Trust, Inc. Pref Share",DLRPRB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,-0.011669863
"Digital Realty Trust, Inc. Pref Share",DLRPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.034279251
"Digital Realty Trust, Inc. Pref Share",DLRPRE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
DigitalGlobe Inc,DGI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Dillard's Capital Trust I Pref Share,DDT,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Dillards, Inc.",DDS,"NEW YORK STOCK EXCHANGE, INC.",2207457221,26.87,2206767349,0.232360741,0.026795686,0.236479296,0.124986267,3.382480779,-0.070068295
"Dime Bancorp, Inc.",DME,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
DineEquity Inc,DIN,"NEW YORK STOCK EXCHANGE, INC.",339763029,41.89,835123354,0.076860938,0.035808064,0.118814827,0.046231401,0.414371394,0.145697665
Discount Stores,IG001DA045,"NEW YORK STOCK EXCHANGE, INC.",78487486814,"2,265.14",3.08914E+11,,,,,,-0.070883144
Discover Financial Services,DFS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Distribution and Marketing Company of the North, Inc.",EDN,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Diversified Industrials,IG001DA046,"NEW YORK STOCK EXCHANGE, INC.",2.17366E+11,374.64,8.49477E+11,0.006950545,,0.006834826,0.004656515,0.044746433,0.026276606
"DJO, Inc.",DJO,"NEW YORK STOCK EXCHANGE, INC.",183038413.6,21.42,459613009,0.093094527,0.028011204,0.095862112,0.079740429,0.521087635,0.287581716
"DLC Realty Trust, Inc.",DLC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Dolan Co,DM,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Dolby Laboratories, Inc.",DLB,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,-0.261265153
Dole Food Co Inc,DOL,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Dole Food Co Inc,DOLE,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Dollar General Corporation,DG,"NEW YORK STOCK EXCHANGE, INC.",,20.77,6805676593,0.053058082,0.044776126,0.073674106,0.015343497,1.069631972,-0.07369704
Dollar General Corporation,DG,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Dollar Thrifty Automotive Group, Inc.",DTG,"NEW YORK STOCK EXCHANGE, INC.",603468976.8,30.20,755640451,0.606024979,0.046357613,0.589192212,-3.843256622,1.740280533,0.194371032
Dominion CNG Capital Trust I Pref Share,DMGPRA,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Dominion Resources Black Warrior Trust,DOM,"NEW YORK STOCK EXCHANGE, INC.",39819910,36.10,283385000,0.073477599,0.076454294,0.093457595,,0.07970687,0.468979844
Dominion Resources Inc,D,"NEW YORK STOCK EXCHANGE, INC.",11425982103,33.87,22451717758,0.11761024,0.072925896,0.194786349,-0.010536293,0.594895322,0.181719525
Dominion Resources Inc 8 3/8 % Enhanced Notes 2009-15.6.64 Jr Subord Series,DRU,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Domino's Pizza, Inc.",DPZ,"NEW YORK STOCK EXCHANGE, INC.",-549882920.6,17.80,1222068843,0.090475139,-0.070786538,0.138958214,0.056824962,1.171721669,0.384550392
Domtar Corp,UFS,"NEW YORK STOCK EXCHANGE, INC.",1675448722,144.84,2778964838,0.06500784,-0.068276723,0.056211228,0.002871255,1.485945923,-0.401070104
"Donaldson Company, Inc.",DCI,"NEW YORK STOCK EXCHANGE, INC.",504376847.5,32.58,2710263345,0.046798842,0.037139349,0.048551161,0.032690133,0.498982326,-0.015261652
Donnelly Corporation,DON,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0
Doral Financial Corp,DRL,"NEW YORK STOCK EXCHANGE, INC.",1399519104,985.00,5314511355,-0.257826517,0.073299489,,,0.134601767,-0.77591997
"Douglas Dynamics, Inc.",PLOW,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Douglas Emmett, Inc.",DEI,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
Dover Corporation,DOV,"NEW YORK STOCK EXCHANGE, INC.",3118677596,41.94,8529056005,0.085353727,0.045302822,0.069090643,0.073904914,0.602859241,-0.018308164
"Dover Downs Gaming & Entertainment, Inc.",DDE,"NEW YORK STOCK EXCHANGE, INC.",72769007.68,8.73,346878432,0.062248129,0.051148881,0.107642372,0.03729811,0.576978778,0.112338609
"Dover Motorsports, Inc.",DVD,"NEW YORK STOCK EXCHANGE, INC.",138467526,5.73,230183331,0.082587022,-0.090750443,-0.006113804,0.069420533,0.41457926,0.074817874
Dow Chemical Co,DOW,"NEW YORK STOCK EXCHANGE, INC.",12270017855,49.51,46686436778,0.055497468,0.057968091,0.083716195,0.029863539,0.802277827,-0.088139974
Dow Jones & Company,DJ,"NEW YORK STOCK EXCHANGE, INC.",150544415.6,43.06,3528435954,0.062740925,0.030654902,0.081280724,0.044663514,0.467405697,-0.152426875
DR Horton Inc,DHI,"NEW YORK STOCK EXCHANGE, INC.",4190094073,30.54,9413622211,-0.043734335,0.101964,0.142920681,-0.049448256,1.12216569,0.181961752
"Dr Pepper Snapple Group, Inc.",DPS,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,
"Dr. Reddy Laboratories, Ltd. ADR",RDY,"NEW YORK STOCK EXCHANGE, INC.",455058189.7,9.92,1517370758,0.03929795,0.02184058,0.025934296,0.006488392,0.317352619,0.095859951
DRDGold Limited ADR,DRD,"NEW YORK STOCK EXCHANGE, INC.",75922978.72,15.40,359293796,-0.078606774,-0.232750836,,-0.162930826,1.022003741,-0.062889554
"Dresser-Rand Group, Inc.",DRC,"NEW YORK STOCK EXCHANGE, INC.",,,,,,,,,0.007920056
"Drew Industries, Inc.",DW,"NEW YORK STOCK EXCHANGE, INC.",122044161.4,18.48,371783761,0.0050377,0.067735717,0.114706708,-0.048503521,1.240414695,0.525845783
